instance,ratio,k_mode,split_mode,converged,time,nodes,total_depth,depth_attempts,final_depth_iterations,total_iterations,m_states,Ff,Fb,min_frontier,max_frontier,min_over_m,max_over_m,geo_over_m,prod_over_m2,imbalance,iter0_fill_ratio,iter1_fill_ratio
2,0.01,optk,dynamic,True,122.727,2780098903,59,10,2,21,182590.57777777777,47808853,39586276,39586276,47808853,216.8034981968158,261.8363640767152,238.25834652109657,56767.03968696693,1.2077128194629876,0.734054,0.617206
2,0.01,optk,fixed,True,134.746,3043430149,59,10,2,21,182590.57777777777,57069307,35827345,35827345,57069307,196.21683350826427,312.55340606598173,247.64539091307486,61328.23964048966,1.5928980224462628,0.764049,0.616602
2,0.1,k1,dynamic,True,113.159,2463759573,59,10,3,19,1826087.822222222,47808853,6706725,6706725,47808853,3.6727286159974395,26.181026135873324,9.805906581514982,96.15580388539883,7.1284946080240355,0.124048,0.016128
2,0.1,k1,fixed,True,123.944,2649931479,59,10,3,19,1826087.822222222,57069307,6285739,6285739,57069307,3.4421887729094496,31.252224731749546,10.371887827202496,107.57605710007132,9.079172234163716,0.134449,0.0167185
2,0.1,optk,dynamic,True,113.64,2463759573,59,10,3,19,1826087.822222222,47808853,2940547,2940547,47808853,1.6102987842181427,26.181026135873324,6.493017369157442,42.15927455618023,16.25848966195745,0.232692,0.0140877
2,0.1,optk,fixed,True,123.689,2649931479,59,10,3,19,1826087.822222222,57069307,2963516,2963516,57069307,1.6228770401598795,31.252224731749546,7.121693476349083,50.71851797107309,19.25729673806384,0.250822,0.0156527
2,0.5,k1,dynamic,True,96.9577,1804954900,59,10,2,18,9130803.2,47808853,1408705,1408705,47808853,0.15428051280307958,5.235996434574343,0.898783742043227,0.8078122149612261,33.93815809555585,0.0261409,0.000682488
2,0.5,k1,fixed,True,90.965,1801503646,59,10,2,18,9130803.2,57069307,1343129,1343129,57069307,0.14709866926055312,6.250195711150582,0.9588511207316113,0.9193954717282671,42.489818178298584,0.0284653,0.000713918
2,0.5,optk,dynamic,True,100.71,1804954900,59,10,2,18,9130803.2,47808853,77,77,47808853,8.432993058047732e-06,5.235996434574343,0.006644932022581428,4.415512158472811e-05,620894.1948051949,0.252767,9.36999e-07
2,0.5,optk,fixed,True,98.6931,1801503646,59,10,2,18,9130803.2,57069307,80,80,57069307,8.7615512291405e-06,6.250195711150582,0.007400095263940867,5.476140991540006e-05,713366.3375,0.27215,1.09763e-06
