instance,ratio,k_mode,split_mode,total_depth,m_bits,m_states,F_fwd,F_bwd,min_frontier,max_frontier,min_over_m,max_over_m,prod_over_m2,converged,cond_min,cond_max,cond_prod
7,0.5,optk,dynamic,50,40869888,908219.7333333333,16658,2,2,16658,2.2021102675886952e-06,0.018341376418746242,4.0389733333430275e-08,True,True,True,True
7,0.5,optk,fixed,50,40869888,908219.7333333333,3260002,2,2,3260002,2.2021102675886952e-06,3.589441938279841,7.904346947199505e-06,True,True,False,True
8,0.01,k1,dynamic,46,212992,4733.155555555555,258364,99883,99883,258364,21.102834848257213,54.58599384014423,1151.9192130365493,True,False,False,False
8,0.01,k1,fixed,46,212992,4733.155555555555,248825,122910,122910,248825,25.967876727764427,52.57063645582933,1365.1478069850946,True,False,False,False
8,0.01,optk,dynamic,46,212992,4733.155555555555,258364,99883,99883,258364,21.102834848257213,54.58599384014423,1151.9192130365493,True,False,False,False
8,0.01,optk,fixed,46,212992,4733.155555555555,248825,122910,122910,248825,25.967876727764427,52.57063645582933,1365.1478069850946,True,False,False,False
8,0.1,k1,dynamic,46,2162688,48059.73333333333,258364,12391,12391,258364,0.25782498446377844,5.3758933327414775,1.3860396149930014,True,True,False,False
8,0.1,k1,fixed,46,2162688,48059.73333333333,248825,15189,15189,248825,0.31604420055042615,5.177411166104404,1.636290772912316,True,True,False,False
8,0.1,optk,dynamic,46,2162688,48059.73333333333,258364,141,141,258364,0.0029338489879261365,5.3758933327414775,0.01577205921346245,True,True,False,True
8,0.1,optk,fixed,46,2162688,48059.73333333333,248825,230,230,248825,0.004785711115056819,5.177411166104404,0.02477759416484513,True,True,False,True
8,0.5,k1,dynamic,46,10797056,239934.57777777777,258364,2366,2366,258364,0.009861021374715478,1.076810197150038,0.010618448370608113,True,True,False,True
8,0.5,k1,fixed,46,10797056,239934.57777777777,248825,3037,3037,248825,0.012657617039311456,1.0370535264427636,0.01312662638697996,True,True,False,True
8,0.5,optk,dynamic,46,10797056,239934.57777777777,258364,3,3,258364,1.2503408336494689e-05,1.076810197150038,1.3463797595868274e-05,True,True,False,True
8,0.5,optk,fixed,46,10797056,239934.57777777777,248825,3,3,248825,1.2503408336494689e-05,1.0370535264427636,1.2966703707915667e-05,True,True,False,True
9,0.01,k1,dynamic,59,5685248,126338.84444444445,2848,98,98,2848,0.000775691755223343,0.022542552233429394,1.7486071909162735e-05,True,True,True,True
9,0.01,k1,fixed,59,5685248,126338.84444444445,26334840,6626824,6626824,26334840,52.45278306240994,208.4461047257745,10933.578311385434,True,False,False,False
9,0.01,optk,dynamic,59,5685248,126338.84444444445,2848,98,98,2848,0.000775691755223343,0.022542552233429394,1.7486071909162735e-05,True,True,True,True
9,0.01,optk,fixed,59,5685248,126338.84444444445,26334840,6626824,6626824,26334840,52.45278306240994,208.4461047257745,10933.578311385434,True,False,False,False
9,0.1,k1,dynamic,59,56877056,1263934.5777777778,2848,46,46,2848,3.639428876206251e-05,0.002253281182485957,8.200656601751558e-08,True,True,True,True
9,0.1,k1,fixed,59,56877056,1263934.5777777778,26334840,1071228,1071228,26334840,0.8475343730871021,20.83560372745031,17.658890343035885,True,True,False,False
9,0.1,optk,dynamic,59,56877056,1263934.5777777778,2848,46,46,2848,3.639428876206251e-05,0.002253281182485957,8.200656601751558e-08,True,True,True,True
9,0.1,optk,fixed,59,56877056,1263934.5777777778,26334840,263856,263856,26334840,0.20875764033919056,20.83560372745031,4.349591469184969,True,True,False,False
9,0.5,k1,dynamic,59,284385280,6319672.888888889,2848,46,46,2848,7.278857752412502e-06,0.0004506562364971914,3.2802626407006234e-09,True,True,True,True
9,0.5,k1,fixed,59,284385280,6319672.888888889,26334840,223998,223998,26334840,0.035444556061410774,4.167120745490062,0.14770174487819035,True,True,False,True
9,0.5,optk,dynamic,59,284385280,6319672.888888889,2848,46,46,2848,7.278857752412502e-06,0.0004506562364971914,3.2802626407006234e-09,True,True,True,True
9,0.5,optk,fixed,59,284385280,6319672.888888889,26334840,36,36,26334840,5.696497371453262e-06,4.167120745490062,2.3737992373212498e-05,True,True,False,True
10,0.01,k1,dynamic,57,1024000,22755.555555555555,22562,1496,1496,22562,0.06574218750000001,0.9914941406250001,0.06518299369812013,True,True,True,True
10,0.01,k1,fixed,57,1024000,22755.555555555555,5399073,1094174,1094174,5399073,48.083818359375,237.2639501953125,11408.556684419204,True,False,False,False
10,0.01,optk,dynamic,57,1024000,22755.555555555555,22562,1496,1496,22562,0.06574218750000001,0.9914941406250001,0.06518299369812013,True,True,True,True
10,0.01,optk,fixed,57,1024000,22755.555555555555,5399073,1094174,1094174,5399073,48.083818359375,237.2639501953125,11408.556684419204,True,False,False,False
10,0.1,k1,dynamic,57,10207232,226827.3777777778,22562,196,196,22562,0.0008640932233146067,0.09946771073685794,8.59493747863365e-05,True,True,True,True
10,0.1,k1,fixed,57,10207232,226827.3777777778,5399073,199370,199370,5399073,0.8789503363889446,23.80256322184114,20.921270950756394,True,True,False,False
10,0.1,optk,dynamic,57,10207232,226827.3777777778,22562,1,1,22562,4.4086388944622795e-06,0.09946771073685794,4.385172182976352e-07,True,True,True,True
10,0.1,optk,fixed,57,10207232,226827.3777777778,5399073,93898,93898,5399073,0.4139623749122191,23.80256322184114,9.8533656003116,True,True,False,False
10,0.5,k1,dynamic,57,51052544,1134500.9777777777,22562,24,24,22562,2.115467546534018e-05,0.019887157827041882,4.207063697590709e-07,True,True,True,True
10,0.5,k1,fixed,57,51052544,1134500.9777777777,5399073,41142,41142,5399073,0.0362644024164594,4.758984880361692,0.17258174279528232,True,True,False,True
10,0.5,optk,dynamic,57,51052544,1134500.9777777777,22562,1,1,22562,8.814448110558409e-07,0.019887157827041882,1.7529432073294618e-08,True,True,True,True
10,0.5,optk,fixed,57,51052544,1134500.9777777777,5399073,1,1,5399073,8.814448110558409e-07,4.758984880361692,4.194782528688015e-06,True,True,False,True
11,0.01,k1,dynamic,45,24576,546.1333333333333,21558,9574,9574,21558,17.530517578125,39.473876953125,691.9974938035011,True,False,False,False
11,0.01,k1,fixed,45,24576,546.1333333333333,15649,9115,9115,15649,16.6900634765625,28.6541748046875,478.23999635875225,True,False,False,False
11,0.01,optk,dynamic,45,24576,546.1333333333333,21558,9574,9574,21558,17.530517578125,39.473876953125,691.9974938035011,True,False,False,False
11,0.01,optk,fixed,45,24576,546.1333333333333,15649,9115,9115,15649,16.6900634765625,28.6541748046875,478.23999635875225,True,False,False,False
11,0.1,k1,dynamic,45,278528,6189.511111111111,21558,973,973,21558,0.15720143037683823,3.4829891429227944,0.5475308752544611,True,True,False,True
11,0.1,k1,fixed,45,278528,6189.511111111111,15649,928,928,15649,0.1499310661764706,2.528309541590074,0.37907214519474336,True,True,False,True
11,0.1,optk,dynamic,45,278528,6189.511111111111,21558,55,55,21558,0.008886000689338236,3.4829891429227944,0.03094984392496954,True,True,False,True
11,0.1,optk,fixed,45,278528,6189.511111111111,15649,26,26,15649,0.00420065487132353,2.528309541590074,0.010620555792094102,True,True,False,True
11,0.5,k1,dynamic,45,1409024,31311.644444444446,21558,190,190,21558,0.006068030069040697,0.6884978538335755,0.004177825679532124,True,True,True,True
11,0.5,k1,fixed,45,1409024,31311.644444444446,15649,187,187,15649,0.005972219067950581,0.49978211868640987,0.0029848082990397177,True,True,True,True
11,0.5,optk,dynamic,45,1409024,31311.644444444446,21558,1,1,21558,3.193700036337209e-05,0.6884978538335755,2.198855620806381e-05,True,True,True,True
11,0.5,optk,fixed,45,1409024,31311.644444444446,15649,1,1,15649,3.193700036337209e-05,0.49978211868640987,1.5961541706094747e-05,True,True,True,True
12,0.01,k1,dynamic,46,147456,3276.8,19177,1959,1959,19177,0.59783935546875,5.85235595703125,3.498768713325261,True,True,False,False
12,0.01,k1,fixed,46,147456,3276.8,549852,131831,131831,549852,40.23162841796875,167.801513671875,6750.928146019577,True,False,False,False
12,0.01,optk,dynamic,46,147456,3276.8,19177,1959,1959,19177,0.59783935546875,5.85235595703125,3.498768713325261,True,True,False,False
12,0.01,optk,fixed,46,147456,3276.8,549852,131831,131831,549852,40.23162841796875,167.801513671875,6750.928146019577,True,False,False,False
12,0.1,k1,dynamic,46,1441792,32039.82222222222,19177,282,282,19177,0.00880154696377841,0.5985364046963778,0.00526804627546625,True,True,True,True
12,0.1,k1,fixed,46,1441792,32039.82222222222,549852,24507,24507,549852,0.764891884543679,17.16151844371449,13.126706184043881,True,True,False,False
12,0.1,optk,dynamic,46,1441792,32039.82222222222,19177,33,33,19177,0.00102996826171875,0.5985364046963778,0.0006164735003205186,True,True,True,True
12,0.1,optk,fixed,46,1441792,32039.82222222222,549852,12397,12397,549852,0.38692474365234375,17.16151844371449,6.640216124519198,True,True,False,False
12,0.5,k1,dynamic,46,7217152,160381.15555555557,19177,38,38,19177,0.00023693556682746877,0.11957140434343075,2.8330718464467226e-05,True,True,True,True
12,0.5,k1,fixed,46,7217152,160381.15555555557,549852,5291,5291,549852,0.032990160107477295,3.4284077708215093,0.11310372127312092,True,True,False,True
12,0.5,optk,dynamic,46,7217152,160381.15555555557,19177,1,1,19177,6.235146495459705e-06,0.11957140434343075,7.455452227491376e-07,True,True,True,True
12,0.5,optk,fixed,46,7217152,160381.15555555557,549852,1,1,549852,6.235146495459705e-06,3.4284077708215093,2.1376624697244553e-05,True,True,False,True
13,0.01,k1,dynamic,59,8118272,180406.04444444444,2696832,641968,641968,2696832,3.558461702194753,14.948678733602422,53.19430077193738,True,False,False,False
13,0.01,k1,fixed,59,8118272,180406.04444444444,49324435,10717272,10717272,49324435,59.40639091668769,273.4078847074845,16242.175678637506,True,False,False,False
13,0.01,optk,dynamic,59,8118272,180406.04444444444,2696832,641968,641968,2696832,3.558461702194753,14.948678733602422,53.19430077193738,True,False,False,False
13,0.01,optk,fixed,59,8118272,180406.04444444444,49324435,10717272,10717272,49324435,59.40639091668769,273.4078847074845,16242.175678637506,True,False,False,False
13,0.1,k1,dynamic,59,81182720,1804060.4444444445,2696832,72474,72474,2696832,0.04017271163124369,1.494867873360242,0.060052896003311526,True,True,False,True
13,0.1,k1,fixed,59,81182720,1804060.4444444445,49324435,1767879,1767879,49324435,0.9799444389150794,27.340788470748453,26.79245361746347,True,True,False,False
13,0.1,optk,dynamic,59,81182720,1804060.4444444445,2696832,4401,4401,2696832,0.0024394969766965186,1.494867873360242,0.0036467256576230653,True,True,False,True
13,0.1,optk,fixed,59,81182720,1804060.4444444445,49324435,754186,754186,49324435,0.41804918583659184,27.340788470748453,11.429794360326868,True,True,False,False
13,0.5,k1,dynamic,59,405929984,9020666.311111111,2696832,13605,13605,2696832,0.0015082034442668812,0.2989615076081692,0.0004508947754778602,True,True,True,True
13,0.5,k1,fixed,59,405929984,9020666.311111111,49324435,376473,376473,49324435,0.04173450020385781,5.467936990335752,0.22820161743784914,True,True,False,True
13,0.5,optk,dynamic,59,405929984,9020666.311111111,2696832,1,1,2696832,1.108565559916855e-07,0.2989615076081692,3.314184310752372e-08,True,True,True,True
13,0.5,optk,fixed,59,405929984,9020666.311111111,49324435,1,1,49324435,1.108565559916855e-07,5.467936990335752,6.061566631281636e-07,True,True,False,True
14,0.01,k1,dynamic,62,8060928,179131.73333333334,47555225,127405962,47555225,127405962,265.47627332733896,711.2417193156916,188817.80107885908,True,False,False,False
14,0.01,k1,fixed,62,8060928,179131.73333333334,47555225,127395371,47555225,127395371,265.47627332733896,711.1825952297304,188802.1050368542,True,False,False,False
14,0.01,optk,dynamic,62,8060928,179131.73333333334,47555225,127405962,47555225,127405962,265.47627332733896,711.2417193156916,188817.80107885908,True,False,False,False
14,0.01,optk,fixed,62,8060928,179131.73333333334,47555225,127395371,47555225,127395371,265.47627332733896,711.1825952297304,188802.1050368542,True,False,False,False
14,0.1,k1,dynamic,62,80584704,1790771.2,47555225,22088621,22088621,47555225,12.334697475590405,26.55572358992595,327.55681672713615,True,False,False,False
14,0.1,k1,fixed,62,80584704,1790771.2,47555225,22107998,22107998,47555225,12.34551795338232,26.55572358992595,327.8441623444892,True,False,False,False
14,0.1,optk,dynamic,62,80584704,1790771.2,47555225,10049637,10049637,47555225,5.611904524709801,26.55572358992595,149.02818537124824,True,False,False,False
14,0.1,optk,fixed,62,80584704,1790771.2,47555225,10104065,10104065,47555225,5.64229813389896,26.55572358992595,149.83530965577575,True,False,False,False
14,0.5,k1,dynamic,62,402923520,8953856.0,47555225,4681072,4681072,47555225,0.5227995625571821,5.31114471798519,2.7766641352405452,True,True,False,False
14,0.5,k1,fixed,62,402923520,8953856.0,47555225,4671472,4671472,47555225,0.5217273987877402,5.31114471798519,2.770969718299659,True,True,False,False
14,0.5,optk,dynamic,62,402923520,8953856.0,47555225,160,160,47555225,1.786939615736505e-05,5.31114471798519,9.490694901477424e-05,True,True,False,True
14,0.5,optk,fixed,62,402923520,8953856.0,47555225,289,289,47555225,3.2276596809240625e-05,5.31114471798519,0.00017142567665793596,True,True,False,True
15,0.01,k1,dynamic,42,548864,12196.977777777778,394860,233039,233039,394860,19.10629044717817,32.373593458488806,618.5392794367544,True,False,False,False
15,0.01,k1,fixed,42,548864,12196.977777777778,631681,221665,221665,631681,18.173764356926306,51.7899607188666,941.2185421591514,True,False,False,False
15,0.01,optk,dynamic,42,548864,12196.977777777778,394860,233039,233039,394860,19.10629044717817,32.373593458488806,618.5392794367544,True,False,False,False
15,0.01,optk,fixed,42,548864,12196.977777777778,631681,221665,221665,631681,18.173764356926306,51.7899607188666,941.2185421591514,True,False,False,False
