43,0,0,0,0
43,1,0,0,0
45,0,15,9,9
45,1,0,0,0
47,0,272,191,191
47,1,0,0,0
49,0,4740,2797,2791
49,1,39,28,28
51,0,46694,24911,24358
51,1,4686,2437,2431
53,0,359278,162934,140405
53,1,177669,78487,72860
55,0,2319912,878338,426522
55,1,3158923,1153430,467249
55,2,2062177,780711,406770
55,3,3015635,1100879,460502
55,4,2033553,769486,391891
55,5,3009016,1100404,460661
55,6,2034893,769483,404334
55,7,2994054,1093345,459910
55,8,2029424,768672,403983
55,9,2997057,1093130,459816
55,10,2026506,767741,403771
55,11,2991248,1092297,410758
55,12,2055513,778154,386966
55,13,2987590,1090357,459755
55,14,2028259,768164,403592
55,15,2986373,1091288,459513
55,16,2027018,767470,403303
55,17,2985757,1090859,459823
55,18,2029021,768325,403773
55,19,2997914,1093560,459870
55,20,2029493,767855,403430
55,21,2988270,1091628,460006
55,22,2032525,768434,404194
55,23,2993395,1094098,459860
55,24,2031533,768274,404114
55,25,2992580,1093643,460156
55,26,2030973,768471,403931
55,27,2992217,1092741,459709
55,28,2028128,768360,404145
55,29,2994255,1094149,459736
55,30,2029381,768193,403519
55,31,2992228,1091870,460227
55,32,2029841,768615,403896
55,33,2991950,1092848,459820
55,34,2029644,768108,403615
55,35,2988644,1091868,459925
55,36,2029119,768491,403765
55,37,2994153,1092815,459825
55,38,2027159,767831,403402
55,39,2990388,1091279,459429
55,40,2028660,768009,403090
55,41,2986132,1090591,460028
55,42,2028997,768352,403783
55,43,2988160,1091488,419968
55,44,2046857,774917,404961
55,45,2998990,1095151,460173
55,46,2030746,768571,403874
55,47,2996146,1093000,459514
55,48,2028062,768061,403588
55,49,2990564,1092513,459559
55,50,2027618,767387,403398
55,51,2985830,1090976,394356
55,52,2074799,785283,407968
55,53,3025294,1104724,461379
55,54,2036124,771021,404047
55,55,2990490,1092808,460404
55,56,2030145,769487,404077
55,57,2995231,1094074,460052
55,58,2030272,768750,404195
55,59,2996926,1094256,460188
55,60,2032866,768891,376305
55,61,3065298,1118821,463146
55,62,2043060,773204,404949
55,63,3000079,1095382,460039
55,64,2030114,768476,404121
55,65,2997927,1093658,411769
55,66,2052025,777356,389514
55,67,2979504,1087081,458947
