instance,size_kib,ratio,total_depth,iteration,n_inserted,n_unique,estimated_fp,bits_set,fill_ratio,expected_fill_ratio,materialized_forward,materialized_backward,materialized_total,phase,type_index,type_count,k_mode,k_hashes,split_mode
89,2539,0.5,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,13,0,17,17,3.38436e-111,198,9.51947e-06,1.79811e-05,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,14,0,3813,3813,4.25089e-59,46217,0.00222203,0.00402496,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,14,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,15,0,165191,165191,1.76676e-24,1731326,0.0832389,0.160313,0,0,0,iter,0,1,optk,22,dynamic
89,2539,0.5,15,1,20,20,4.66359e-104,418,2.00966e-05,2.11541e-05,1,19,20,iter,0,1,optk,22,dynamic
89,508,0.1,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,13,0,17,17,5.60009e-21,36,8.65065e-06,1.634e-05,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,14,0,3813,3813,1.66473e-11,8406,0.00201993,0.00365829,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,14,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,15,0,165191,165191,3.32552e-05,316023,0.075939,0.146815,0,0,0,iter,0,1,optk,4,dynamic
89,508,0.1,15,1,20,20,1.11235e-19,76,1.82625e-05,1.92235e-05,1,19,20,iter,0,1,optk,4,dynamic
89,51,0.01,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,13,0,17,17,2.15418e-05,9,2.15418e-05,4.06893e-05,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,14,0,3813,3813,0.00502164,2098,0.00502164,0.00908503,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,14,1,33,33,5.26578e-05,22,5.26578e-05,7.89836e-05,0,22,22,iter,0,1,optk,1,dynamic
89,51,0.01,15,0,165191,165191,0.178579,74609,0.178579,0.326583,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,15,1,18708,18708,0.0173005,7228,0.0173005,0.0437905,0,0,0,iter,0,1,optk,1,dynamic
89,51,0.01,15,2,2635,2635,0.00321452,1343,0.00321452,0.00628712,1596,1,1597,iter,0,1,optk,1,dynamic
89,5,0.001,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,13,0,17,17,0.000219727,9,0.000219727,0.000414953,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,14,0,3813,3813,0.0501709,2055,0.0501709,0.0888893,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,14,1,265,265,0.00385742,158,0.00385742,0.00644884,0,166,166,iter,0,1,optk,1,dynamic
89,5,0.001,15,0,165191,165191,0.866943,35510,0.866943,0.982279,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,15,1,89094,89094,0.5729,23466,0.5729,0.886408,0,0,0,iter,0,1,optk,1,dynamic
89,5,0.001,15,0,12072,12072,0.136548,5593,0.136548,0.255265,6621,1,6622,type,0,8,optk,1,dynamic
