instance,size_kib,ratio,total_depth,iteration,n_inserted,n_unique,estimated_fp,bits_set,fill_ratio,expected_fill_ratio,materialized_forward,materialized_backward,materialized_total,phase,type_index,type_count,k_mode,k_hashes,split_mode
46,18624,0.5,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,13,0,27,27,8.8608e-144,92,6.03011e-07,4.07031e-06,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,14,0,674,674,3.10356e-111,2392,1.56783e-05,0.000101602,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,14,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,15,0,57025,57025,1.96021e-63,286445,0.00187749,0.00855982,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,15,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,16,0,1802502,1802502,3.01745e-27,10725160,0.0702977,0.237941,0,0,0,iter,0,1,optk,23,dynamic
46,18624,0.5,16,1,10,10,1.2592e-134,230,1.50753e-06,1.50753e-06,1,10,11,iter,0,1,optk,23,dynamic
46,3725,0.1,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,13,0,27,27,1.2094e-31,20,6.55411e-07,4.42401e-06,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,14,0,674,674,1.43693e-24,520,1.70407e-05,0.000110431,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,14,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,15,0,57025,57025,3.53646e-14,62263,0.00204039,0.00930019,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,15,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,16,0,1802502,1802502,2.56154e-06,2323894,0.0761553,0.255725,0,0,0,iter,0,1,optk,5,dynamic
46,3725,0.1,16,1,15,15,1.9021e-29,55,1.80238e-06,2.45779e-06,1,11,12,iter,0,1,optk,5,dynamic
46,372,0.01,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
46,372,0.01,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
46,372,0.01,12,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
46,372,0.01,13,0,27,27,1.31258e-06,4,1.31258e-06,8.8599e-06,0,0,0,iter,0,1,optk,1,dynamic
46,372,0.01,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
