instance,size_kib,ratio,total_depth,iteration,n_inserted,n_unique,estimated_fp,bits_set,fill_ratio,expected_fill_ratio,materialized_forward,materialized_backward,materialized_total,phase,type_index,type_count,k_mode,k_hashes,split_mode
94,1348,0.5,9,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,12,0,128,128,1.1442e-90,1357,0.000122885,0.000266563,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,12,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,13,0,2865,2865,8.41916e-62,24415,0.00221094,0.00594946,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,14,0,93744,93744,2.54933e-27,770615,0.0697843,0.177371,0,0,0,iter,0,1,optk,23,dynamic
94,1348,0.5,14,1,5,5,1.78893e-124,46,4.1656e-06,1.0414e-05,1,2,3,iter,0,1,optk,23,dynamic
94,270,0.1,9,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,12,0,128,128,4.22028e-20,295,0.000133373,0.00028931,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,12,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,13,0,2865,2865,7.98954e-14,5312,0.00240162,0.00645558,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,13,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,14,0,93744,93744,2.44999e-06,166950,0.0754801,0.190966,0,0,0,iter,0,1,optk,5,dynamic
94,270,0.1,14,1,5,5,1.889e-27,10,4.52112e-06,1.13027e-05,1,2,3,iter,0,1,optk,5,dynamic
94,27,0.01,9,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,12,0,128,128,0.000266746,59,0.000266746,0.000578536,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,12,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,13,0,2865,2865,0.00478335,1058,0.00478335,0.0128695,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,13,1,67,67,7.2338e-05,16,7.2338e-05,0.000302869,0,18,18,iter,0,1,optk,1,dynamic
94,27,0.01,14,0,93744,93744,0.145435,32168,0.145435,0.345464,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,14,1,14479,14479,0.0254404,5627,0.0254404,0.0633647,0,0,0,iter,0,1,optk,1,dynamic
94,27,0.01,14,2,2349,2349,0.00385652,853,0.00385652,0.0105639,990,1,991,iter,0,1,optk,1,dynamic
94,3,0.001,9,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,10,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,11,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,12,0,128,128,0.00240072,59,0.00240072,0.00519479,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,12,1,1,1,4.06901e-05,1,4.06901e-05,4.06893e-05,0,1,1,iter,0,1,optk,1,dynamic
94,3,0.001,13,0,2865,2865,0.0423584,1041,0.0423584,0.110039,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,13,1,376,376,0.00728353,179,0.00728353,0.015183,0,209,209,iter,0,1,optk,1,dynamic
94,3,0.001,14,0,93744,93744,0.754639,18546,0.754639,0.97795,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,14,1,76264,76264,0.703166,17281,0.703166,0.955094,0,0,0,iter,0,1,optk,1,dynamic
94,3,0.001,14,0,8174,8174,0.119059,2926,0.119059,0.282944,3254,1,3255,type,0,8,optk,1,dynamic
