domain,instance,algorithm,ratio,status,time,nodes,necessary_nodes,storage_states,size_kib,k_hashes,fp_est,solution_length
stp,0,bihs_bloom,0.1,ok,4.11329,68609426,0,0,1906,1,0.620609,57
