domain,instance,algorithm,ratio,status,time,nodes,necessary_nodes,storage_states,size_kib,k_hashes,fp_est,solution_length
stp,0,bihs_bloom,0.01,ok,4.10391,68609426,0,0,191,1,0.999937,57
